date,areaType,areaCode,areaName,cumCasesBySpecimenDate,cumDeathsByDeathDate,newCasesBySpecimenDate,newDeathsByDeathDate,newCasesBySpecimenDateRollingRate
12/09/2020,region,E12000003,Yorkshire and The Humber,41024,4332,314,11,50.2
11/09/2020,region,E12000003,Yorkshire and The Humber,40710,4321,384,7,50.2
10/09/2020,region,E12000003,Yorkshire and The Humber,40326,4314,461,6,48.7
09/09/2020,region,E12000003,Yorkshire and The Humber,39865,4308,393,5,46.4
08/09/2020,region,E12000003,Yorkshire and The Humber,39472,4303,381,7,46
07/09/2020,region,E12000003,Yorkshire and The Humber,39091,4296,525,6,43.9
06/09/2020,region,E12000003,Yorkshire and The Humber,38566,4290,305,6,37.9
05/09/2020,region,E12000003,Yorkshire and The Humber,38261,4284,312,7,34.9
04/09/2020,region,E12000003,Yorkshire and The Humber,37949,4277,303,8,32.3
03/09/2020,region,E12000003,Yorkshire and The Humber,37646,4269,335,5,29.8
02/09/2020,region,E12000003,Yorkshire and The Humber,37311,4264,373,10,27.3
01/09/2020,region,E12000003,Yorkshire and The Humber,36938,4254,264,6,22.7
31/08/2020,region,E12000003,Yorkshire and The Humber,36674,4248,192,3,20.3
30/08/2020,region,E12000003,Yorkshire and The Humber,36482,4245,143,4,19.2
29/08/2020,region,E12000003,Yorkshire and The Humber,36339,4241,170,7,18.3
28/08/2020,region,E12000003,Yorkshire and The Humber,36169,4234,161,4,16.8
27/08/2020,region,E12000003,Yorkshire and The Humber,36008,4230,199,4,16.3
26/08/2020,region,E12000003,Yorkshire and The Humber,35809,4226,119,5,15.6
25/08/2020,region,E12000003,Yorkshire and The Humber,35690,4221,135,6,16
24/08/2020,region,E12000003,Yorkshire and The Humber,35555,4215,131,5,15.8
23/08/2020,region,E12000003,Yorkshire and The Humber,35424,4210,93,5,15.7
22/08/2020,region,E12000003,Yorkshire and The Humber,35331,4205,89,4,15.4
21/08/2020,region,E12000003,Yorkshire and The Humber,35242,4201,129,9,15.8
20/08/2020,region,E12000003,Yorkshire and The Humber,35113,4192,165,6,16.4
19/08/2020,region,E12000003,Yorkshire and The Humber,34948,4186,140,6,16.6
18/08/2020,region,E12000003,Yorkshire and The Humber,34808,4180,122,8,17.2
17/08/2020,region,E12000003,Yorkshire and The Humber,34686,4172,126,6,18.3
16/08/2020,region,E12000003,Yorkshire and The Humber,34560,4166,79,4,20.1
15/08/2020,region,E12000003,Yorkshire and The Humber,34481,4162,108,9,20.4
14/08/2020,region,E12000003,Yorkshire and The Humber,34373,4153,161,4,20.3
13/08/2020,region,E12000003,Yorkshire and The Humber,34212,4149,179,7,19.6
12/08/2020,region,E12000003,Yorkshire and The Humber,34033,4142,171,7,19.5
11/08/2020,region,E12000003,Yorkshire and The Humber,33862,4135,185,9,19.3
10/08/2020,region,E12000003,Yorkshire and The Humber,33677,4126,221,7,18.6
09/08/2020,region,E12000003,Yorkshire and The Humber,33456,4119,97,6,17.2
08/08/2020,region,E12000003,Yorkshire and The Humber,33359,4113,104,3,17
07/08/2020,region,E12000003,Yorkshire and The Humber,33255,4110,120,1,16.5
06/08/2020,region,E12000003,Yorkshire and The Humber,33135,4109,177,5,16.2
05/08/2020,region,E12000003,Yorkshire and The Humber,32958,4104,157,6,15.5
04/08/2020,region,E12000003,Yorkshire and The Humber,32801,4098,146,7,15.6
03/08/2020,region,E12000003,Yorkshire and The Humber,32655,4091,144,5,15.7
02/08/2020,region,E12000003,Yorkshire and The Humber,32511,4086,85,6,15.6
01/08/2020,region,E12000003,Yorkshire and The Humber,32426,4080,81,10,15.8
31/07/2020,region,E12000003,Yorkshire and The Humber,32345,4070,99,6,15.9
30/07/2020,region,E12000003,Yorkshire and The Humber,32246,4064,140,4,16
29/07/2020,region,E12000003,Yorkshire and The Humber,32106,4060,163,5,15.4
28/07/2020,region,E12000003,Yorkshire and The Humber,31943,4055,150,11,14.3
27/07/2020,region,E12000003,Yorkshire and The Humber,31793,4044,143,4,13.4
26/07/2020,region,E12000003,Yorkshire and The Humber,31650,4040,91,8,12.9
25/07/2020,region,E12000003,Yorkshire and The Humber,31559,4032,88,5,13.1
24/07/2020,region,E12000003,Yorkshire and The Humber,31471,4027,108,9,13.3
23/07/2020,region,E12000003,Yorkshire and The Humber,31363,4018,106,6,13.1
22/07/2020,region,E12000003,Yorkshire and The Humber,31257,4012,103,8,12.8
21/07/2020,region,E12000003,Yorkshire and The Humber,31154,4004,100,10,13
20/07/2020,region,E12000003,Yorkshire and The Humber,31054,3994,115,7,13.6
19/07/2020,region,E12000003,Yorkshire and The Humber,30939,3987,101,7,14
18/07/2020,region,E12000003,Yorkshire and The Humber,30838,3980,97,7,14
17/07/2020,region,E12000003,Yorkshire and The Humber,30741,3973,100,7,13.8
16/07/2020,region,E12000003,Yorkshire and The Humber,30641,3966,86,4,13.6
15/07/2020,region,E12000003,Yorkshire and The Humber,30555,3962,119,7,13.8
14/07/2020,region,E12000003,Yorkshire and The Humber,30436,3955,133,9,13.9
13/07/2020,region,E12000003,Yorkshire and The Humber,30303,3946,135,13,13.4
12/07/2020,region,E12000003,Yorkshire and The Humber,30168,3933,98,7,13.1
11/07/2020,region,E12000003,Yorkshire and The Humber,30070,3926,86,6,13
10/07/2020,region,E12000003,Yorkshire and The Humber,29984,3920,92,11,12.8
09/07/2020,region,E12000003,Yorkshire and The Humber,29892,3909,97,6,13.1
08/07/2020,region,E12000003,Yorkshire and The Humber,29795,3903,126,11,13.2
07/07/2020,region,E12000003,Yorkshire and The Humber,29669,3892,103,7,13.3
06/07/2020,region,E12000003,Yorkshire and The Humber,29566,3885,120,6,13.4
05/07/2020,region,E12000003,Yorkshire and The Humber,29446,3879,90,7,13.7
04/07/2020,region,E12000003,Yorkshire and The Humber,29356,3872,77,13,13.8
03/07/2020,region,E12000003,Yorkshire and The Humber,29279,3859,106,8,15.1
02/07/2020,region,E12000003,Yorkshire and The Humber,29173,3851,104,12,16
01/07/2020,region,E12000003,Yorkshire and The Humber,29069,3839,131,6,16.7
30/06/2020,region,E12000003,Yorkshire and The Humber,28938,3833,112,17,17.1
29/06/2020,region,E12000003,Yorkshire and The Humber,28826,3816,133,8,18.2
28/06/2020,region,E12000003,Yorkshire and The Humber,28693,3808,97,10,18.6
27/06/2020,region,E12000003,Yorkshire and The Humber,28596,3798,149,9,19
26/06/2020,region,E12000003,Yorkshire and The Humber,28447,3789,152,15,19.2
25/06/2020,region,E12000003,Yorkshire and The Humber,28295,3774,143,13,20.2
24/06/2020,region,E12000003,Yorkshire and The Humber,28152,3761,156,23,22.2
23/06/2020,region,E12000003,Yorkshire and The Humber,27996,3738,172,15,23.6
22/06/2020,region,E12000003,Yorkshire and The Humber,27824,3723,156,13,24.4
21/06/2020,region,E12000003,Yorkshire and The Humber,27668,3710,116,12,25
20/06/2020,region,E12000003,Yorkshire and The Humber,27552,3698,163,10,25.8
19/06/2020,region,E12000003,Yorkshire and The Humber,27389,3688,203,7,26.3
18/06/2020,region,E12000003,Yorkshire and The Humber,27186,3681,258,17,27.1
17/06/2020,region,E12000003,Yorkshire and The Humber,26928,3664,230,15,26
16/06/2020,region,E12000003,Yorkshire and The Humber,26698,3649,216,8,25.9
15/06/2020,region,E12000003,Yorkshire and The Humber,26482,3641,189,19,25.1
14/06/2020,region,E12000003,Yorkshire and The Humber,26293,3622,159,18,25.1
13/06/2020,region,E12000003,Yorkshire and The Humber,26134,3604,193,12,24.9
12/06/2020,region,E12000003,Yorkshire and The Humber,25941,3592,246,17,23.6
11/06/2020,region,E12000003,Yorkshire and The Humber,25695,3575,197,18,22
10/06/2020,region,E12000003,Yorkshire and The Humber,25498,3557,226,20,21.6
09/06/2020,region,E12000003,Yorkshire and The Humber,25272,3537,173,22,21.3
08/06/2020,region,E12000003,Yorkshire and The Humber,25099,3515,188,18,21.7
07/06/2020,region,E12000003,Yorkshire and The Humber,24911,3497,149,16,21.8
06/06/2020,region,E12000003,Yorkshire and The Humber,24762,3481,121,25,22.3
05/06/2020,region,E12000003,Yorkshire and The Humber,24641,3456,155,21,23.1
04/06/2020,region,E12000003,Yorkshire and The Humber,24486,3435,179,22,23.9
03/06/2020,region,E12000003,Yorkshire and The Humber,24307,3413,206,27,25.6
02/06/2020,region,E12000003,Yorkshire and The Humber,24101,3386,197,27,26.5
01/06/2020,region,E12000003,Yorkshire and The Humber,23904,3359,191,28,27.1
31/05/2020,region,E12000003,Yorkshire and The Humber,23713,3331,177,23,28.2
30/05/2020,region,E12000003,Yorkshire and The Humber,23536,3308,164,29,28.7
29/05/2020,region,E12000003,Yorkshire and The Humber,23372,3279,199,30,30
28/05/2020,region,E12000003,Yorkshire and The Humber,23173,3249,274,31,31.3
27/05/2020,region,E12000003,Yorkshire and The Humber,22899,3218,254,28,33.2
26/05/2020,region,E12000003,Yorkshire and The Humber,22645,3190,232,30,34
25/05/2020,region,E12000003,Yorkshire and The Humber,22413,3160,254,35,36.8
24/05/2020,region,E12000003,Yorkshire and The Humber,22159,3125,204,29,36.9
23/05/2020,region,E12000003,Yorkshire and The Humber,21955,3096,235,27,37.7
22/05/2020,region,E12000003,Yorkshire and The Humber,21720,3069,267,35,38.1
21/05/2020,region,E12000003,Yorkshire and The Humber,21453,3034,383,28,39.4
20/05/2020,region,E12000003,Yorkshire and The Humber,21070,3006,295,33,38.9
19/05/2020,region,E12000003,Yorkshire and The Humber,20775,2973,388,30,40.9
18/05/2020,region,E12000003,Yorkshire and The Humber,20387,2943,261,36,40.6
17/05/2020,region,E12000003,Yorkshire and The Humber,20126,2907,244,30,43.6
16/05/2020,region,E12000003,Yorkshire and The Humber,19882,2877,259,40,44.6
15/05/2020,region,E12000003,Yorkshire and The Humber,19623,2837,337,48,44.3
14/05/2020,region,E12000003,Yorkshire and The Humber,19286,2789,355,43,44.6
13/05/2020,region,E12000003,Yorkshire and The Humber,18931,2746,405,40,46.5
12/05/2020,region,E12000003,Yorkshire and The Humber,18526,2706,375,31,46.7
11/05/2020,region,E12000003,Yorkshire and The Humber,18151,2675,426,34,47.8
10/05/2020,region,E12000003,Yorkshire and The Humber,17725,2641,296,49,46.5
09/05/2020,region,E12000003,Yorkshire and The Humber,17429,2592,245,41,48.1
08/05/2020,region,E12000003,Yorkshire and The Humber,17184,2551,352,48,50.6
07/05/2020,region,E12000003,Yorkshire and The Humber,16832,2503,459,60,55.5
06/05/2020,region,E12000003,Yorkshire and The Humber,16373,2443,415,57,57.7
05/05/2020,region,E12000003,Yorkshire and The Humber,15958,2386,440,54,63.1
04/05/2020,region,E12000003,Yorkshire and The Humber,15518,2332,350,55,63.9
03/05/2020,region,E12000003,Yorkshire and The Humber,15168,2277,384,50,66.8
02/05/2020,region,E12000003,Yorkshire and The Humber,14784,2227,385,58,67.5
01/05/2020,region,E12000003,Yorkshire and The Humber,14399,2169,621,55,68.1
30/04/2020,region,E12000003,Yorkshire and The Humber,13778,2114,578,60,67.5
29/04/2020,region,E12000003,Yorkshire and The Humber,13200,2054,713,77,65.2
28/04/2020,region,E12000003,Yorkshire and The Humber,12487,1977,486,60,62.5
27/04/2020,region,E12000003,Yorkshire and The Humber,12001,1917,510,67,60
26/04/2020,region,E12000003,Yorkshire and The Humber,11491,1850,423,64,58
25/04/2020,region,E12000003,Yorkshire and The Humber,11068,1786,414,61,57.9
24/04/2020,region,E12000003,Yorkshire and The Humber,10654,1725,591,71,57
23/04/2020,region,E12000003,Yorkshire and The Humber,10063,1654,450,52,52.6
22/04/2020,region,E12000003,Yorkshire and The Humber,9613,1602,563,69,51.2
21/04/2020,region,E12000003,Yorkshire and The Humber,9050,1533,350,66,49.6
20/04/2020,region,E12000003,Yorkshire and The Humber,8700,1467,400,73,49
19/04/2020,region,E12000003,Yorkshire and The Humber,8300,1394,417,65,47.6
18/04/2020,region,E12000003,Yorkshire and The Humber,7883,1329,364,62,44.9
17/04/2020,region,E12000003,Yorkshire and The Humber,7519,1267,351,71,43
16/04/2020,region,E12000003,Yorkshire and The Humber,7168,1196,374,82,42.1
15/04/2020,region,E12000003,Yorkshire and The Humber,6794,1114,474,80,40.8
14/04/2020,region,E12000003,Yorkshire and The Humber,6320,1034,314,63,38
13/04/2020,region,E12000003,Yorkshire and The Humber,6006,971,326,64,38.4
12/04/2020,region,E12000003,Yorkshire and The Humber,5680,907,268,62,38.3
11/04/2020,region,E12000003,Yorkshire and The Humber,5412,845,261,59,37.3
10/04/2020,region,E12000003,Yorkshire and The Humber,5151,786,299,71,36.3
09/04/2020,region,E12000003,Yorkshire and The Humber,4852,715,303,71,36.2
08/04/2020,region,E12000003,Yorkshire and The Humber,4549,644,318,76,35.1
07/04/2020,region,E12000003,Yorkshire and The Humber,4231,568,336,60,34.7
06/04/2020,region,E12000003,Yorkshire and The Humber,3895,508,321,56,34.4
05/04/2020,region,E12000003,Yorkshire and The Humber,3574,452,217,52,33.7
04/04/2020,region,E12000003,Yorkshire and The Humber,3357,400,202,69,33.9
03/04/2020,region,E12000003,Yorkshire and The Humber,3155,331,293,53,34
02/04/2020,region,E12000003,Yorkshire and The Humber,2862,278,242,44,31.5
01/04/2020,region,E12000003,Yorkshire and The Humber,2620,234,297,42,30.3
31/03/2020,region,E12000003,Yorkshire and The Humber,2323,192,319,37,27.6
30/03/2020,region,E12000003,Yorkshire and The Humber,2004,155,286,30,24.7
29/03/2020,region,E12000003,Yorkshire and The Humber,1718,125,228,29,22.1
28/03/2020,region,E12000003,Yorkshire and The Humber,1490,96,207,23,19.7
27/03/2020,region,E12000003,Yorkshire and The Humber,1283,73,153,20,17.3
26/03/2020,region,E12000003,Yorkshire and The Humber,1130,53,177,15,15.6
25/03/2020,region,E12000003,Yorkshire and The Humber,953,38,151,9,13.4
24/03/2020,region,E12000003,Yorkshire and The Humber,802,29,157,7,11.5
23/03/2020,region,E12000003,Yorkshire and The Humber,645,22,144,6,9.2
22/03/2020,region,E12000003,Yorkshire and The Humber,501,16,95,2,7.1
21/03/2020,region,E12000003,Yorkshire and The Humber,406,14,77,2,5.6
20/03/2020,region,E12000003,Yorkshire and The Humber,329,12,59,2,4.4
19/03/2020,region,E12000003,Yorkshire and The Humber,270,10,55,1,3.5
18/03/2020,region,E12000003,Yorkshire and The Humber,215,9,47,2,2.8
17/03/2020,region,E12000003,Yorkshire and The Humber,168,7,31,2,2.1
16/03/2020,region,E12000003,Yorkshire and The Humber,137,5,28,2,1.9
15/03/2020,region,E12000003,Yorkshire and The Humber,109,3,10,2,1.5
14/03/2020,region,E12000003,Yorkshire and The Humber,99,1,12,0,1.4
13/03/2020,region,E12000003,Yorkshire and The Humber,87,1,12,0,1.3
12/03/2020,region,E12000003,Yorkshire and The Humber,75,1,14,1,1.1
11/03/2020,region,E12000003,Yorkshire and The Humber,61,,10,,0.8
10/03/2020,region,E12000003,Yorkshire and The Humber,51,,18,,0.7
09/03/2020,region,E12000003,Yorkshire and The Humber,33,,7,,0.4
08/03/2020,region,E12000003,Yorkshire and The Humber,26,,3,,0.4
07/03/2020,region,E12000003,Yorkshire and The Humber,23,,5,,0.3
06/03/2020,region,E12000003,Yorkshire and The Humber,18,,1,,0.3
05/03/2020,region,E12000003,Yorkshire and The Humber,17,,2,,0.3
04/03/2020,region,E12000003,Yorkshire and The Humber,15,,2,,0.3
03/03/2020,region,E12000003,Yorkshire and The Humber,13,,4,,0.2
02/03/2020,region,E12000003,Yorkshire and The Humber,9,,3,,0.1
01/03/2020,region,E12000003,Yorkshire and The Humber,6,,2,,0.1
29/02/2020,region,E12000003,Yorkshire and The Humber,4,,0,,0.1
28/02/2020,region,E12000003,Yorkshire and The Humber,4,,2,,0.1
27/02/2020,region,E12000003,Yorkshire and The Humber,2,,1,,0
26/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
25/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
24/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
23/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
22/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
21/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
20/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
19/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
18/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
17/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
16/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
15/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
14/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
13/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
12/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
11/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
10/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
09/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
08/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
07/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
06/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
05/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
04/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
03/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
02/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
01/02/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
31/01/2020,region,E12000003,Yorkshire and The Humber,1,,0,,0
30/01/2020,region,E12000003,Yorkshire and The Humber,1,,1,,0
29/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
28/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
27/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
26/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
25/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
24/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
23/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
22/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
21/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
20/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
19/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
18/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
17/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
16/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
15/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
14/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
13/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
12/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
11/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
10/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
09/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
08/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
07/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
06/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
05/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
04/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
03/01/2020,region,E12000003,Yorkshire and The Humber,,,,,0
13/12/2020,region,E12000004,East Midlands,,,,,
12/12/2020,region,E12000004,East Midlands,153445,6128,78,7,
11/12/2020,region,E12000004,East Midlands,153367,6121,859,32,
10/12/2020,region,E12000004,East Midlands,152508,6089,1250,40,
09/12/2020,region,E12000004,East Midlands,151258,6049,1377,44,
08/12/2020,region,E12000004,East Midlands,149881,6005,1390,33,172.6
07/12/2020,region,E12000004,East Midlands,148491,5972,1559,45,170.1
06/12/2020,region,E12000004,East Midlands,146932,5927,953,42,167.7
05/12/2020,region,E12000004,East Midlands,145979,5885,854,44,164.4
04/12/2020,region,E12000004,East Midlands,145125,5841,1095,52,164.8
03/12/2020,region,E12000004,East Midlands,144030,5789,1240,54,165.4
02/12/2020,region,E12000004,East Midlands,142790,5735,1257,57,163.8
01/12/2020,region,E12000004,East Midlands,141533,5678,1268,61,165.6
30/11/2020,region,E12000004,East Midlands,140265,5617,1442,48,169.5
29/11/2020,region,E12000004,East Midlands,138823,5569,795,51,173.4
28/11/2020,region,E12000004,East Midlands,138028,5518,873,58,177.8
27/11/2020,region,E12000004,East Midlands,137155,5460,1122,57,182.4
26/11/2020,region,E12000004,East Midlands,136033,5403,1165,55,189.6
25/11/2020,region,E12000004,East Midlands,134868,5348,1343,59,196.5
24/11/2020,region,E12000004,East Midlands,133525,5289,1458,54,206.6
23/11/2020,region,E12000004,East Midlands,132067,5235,1629,55,220.1
22/11/2020,region,E12000004,East Midlands,130438,5180,1010,61,239.7
21/11/2020,region,E12000004,East Midlands,129428,5119,1095,43,248
20/11/2020,region,E12000004,East Midlands,128333,5076,1471,54,260.7
19/11/2020,region,E12000004,East Midlands,126862,5022,1496,53,274.7
18/11/2020,region,E12000004,East Midlands,125366,4969,1833,64,288.6
17/11/2020,region,E12000004,East Midlands,123533,4905,2109,51,305.5
16/11/2020,region,E12000004,East Midlands,121424,4854,2579,48,316.8
15/11/2020,region,E12000004,East Midlands,118845,4806,1408,46,325.4
14/11/2020,region,E12000004,East Midlands,117437,4760,1709,51,338
13/11/2020,region,E12000004,East Midlands,115728,4709,2149,47,338.8
12/11/2020,region,E12000004,East Midlands,113579,4662,2169,48,341.8
11/11/2020,region,E12000004,East Midlands,111410,4614,2650,34,342.4
10/11/2020,region,E12000004,East Midlands,108760,4580,2658,39,332
09/11/2020,region,E12000004,East Midlands,106102,4541,2993,59,325.8
08/11/2020,region,E12000004,East Midlands,103109,4482,2016,46,331
07/11/2020,region,E12000004,East Midlands,101093,4436,1751,35,314.8
06/11/2020,region,E12000004,East Midlands,99342,4401,2293,35,309.6
05/11/2020,region,E12000004,East Midlands,97049,4366,2197,38,304.8
04/11/2020,region,E12000004,East Midlands,94852,4328,2146,43,302.9
03/11/2020,region,E12000004,East Midlands,92706,4285,2360,27,302.8
02/11/2020,region,E12000004,East Midlands,90346,4258,3245,42,296.4
01/11/2020,region,E12000004,East Midlands,87101,4216,1230,35,277.9
31/10/2020,region,E12000004,East Midlands,85871,4181,1502,30,283
30/10/2020,region,E12000004,East Midlands,84369,4151,2062,30,282.2
29/10/2020,region,E12000004,East Midlands,82307,4121,2103,23,277.6
28/10/2020,region,E12000004,East Midlands,80204,4098,2143,33,278
27/10/2020,region,E12000004,East Midlands,78061,4065,2049,30,277.5
26/10/2020,region,E12000004,East Midlands,76012,4035,2352,24,279.1
25/10/2020,region,E12000004,East Midlands,73660,4011,1476,28,279.7
24/10/2020,region,E12000004,East Midlands,72184,3983,1460,23,271.6
23/10/2020,region,E12000004,East Midlands,70724,3960,1841,31,266.3
22/10/2020,region,E12000004,East Midlands,68883,3929,2124,30,255
21/10/2020,region,E12000004,East Midlands,66759,3899,2119,17,240.6
20/10/2020,region,E12000004,East Midlands,64640,3882,2124,19,234
19/10/2020,region,E12000004,East Midlands,62516,3863,2381,12,222.6
18/10/2020,region,E12000004,East Midlands,60135,3851,1083,9,209.9
17/10/2020,region,E12000004,East Midlands,59052,3842,1208,19,210.4
16/10/2020,region,E12000004,East Midlands,57844,3823,1292,11,208.7
15/10/2020,region,E12000004,East Midlands,56552,3812,1430,15,211.7
14/10/2020,region,E12000004,East Midlands,55122,3797,1796,12,222.1
13/10/2020,region,E12000004,East Midlands,53326,3785,1575,15,220.2
12/10/2020,region,E12000004,East Midlands,51751,3770,1766,10,218.7
11/10/2020,region,E12000004,East Midlands,49985,3760,1106,13,214.6
10/10/2020,region,E12000004,East Midlands,48879,3747,1127,7,215.7
09/10/2020,region,E12000004,East Midlands,47752,3740,1439,9,213.4
08/10/2020,region,E12000004,East Midlands,46313,3731,1934,2,208.5
07/10/2020,region,E12000004,East Midlands,44379,3729,1701,6,190.1
06/10/2020,region,E12000004,East Midlands,42678,3723,1501,7,173
05/10/2020,region,E12000004,East Midlands,41177,3716,1569,7,154.4
04/10/2020,region,E12000004,East Midlands,39608,3709,1158,9,133.6
03/10/2020,region,E12000004,East Midlands,38450,3700,1019,12,117.8
02/10/2020,region,E12000004,East Midlands,37431,3688,1201,7,103.4
01/10/2020,region,E12000004,East Midlands,36230,3681,1046,8,85.4
30/09/2020,region,E12000004,East Midlands,35184,3673,871,6,70.6
29/09/2020,region,E12000004,East Midlands,34313,3667,604,4,58.7
28/09/2020,region,E12000004,East Midlands,33709,3663,561,6,51.8
27/09/2020,region,E12000004,East Midlands,33148,3657,396,6,46.3
26/09/2020,region,E12000004,East Midlands,32752,3651,323,2,43.5
25/09/2020,region,E12000004,East Midlands,32429,3649,328,5,42
24/09/2020,region,E12000004,East Midlands,32101,3644,333,5,40.6
23/09/2020,region,E12000004,East Midlands,31768,3639,296,8,38.9
22/09/2020,region,E12000004,East Midlands,31472,3631,269,6,37.8
21/09/2020,region,E12000004,East Midlands,31203,3625,292,6,36.5
20/09/2020,region,E12000004,East Midlands,30911,3619,265,5,34.6
19/09/2020,region,E12000004,East Midlands,30646,3614,248,6,31.7
18/09/2020,region,E12000004,East Midlands,30398,3608,259,3,29.4
17/09/2020,region,E12000004,East Midlands,30139,3605,252,3,28.6
16/09/2020,region,E12000004,East Midlands,29887,3602,243,6,27.7
15/09/2020,region,E12000004,East Midlands,29644,3596,206,4,27.9
14/09/2020,region,E12000004,East Midlands,29438,3592,200,7,30
13/09/2020,region,E12000004,East Midlands,29238,3585,123,3,33
12/09/2020,region,E12000004,East Midlands,29115,3582,141,7,33.2
11/09/2020,region,E12000004,East Midlands,28974,3575,218,6,33.7
10/09/2020,region,E12000004,East Midlands,28756,3569,207,4,33
09/09/2020,region,E12000004,East Midlands,28549,3565,252,3,33.6
08/09/2020,region,E12000004,East Midlands,28297,3562,311,4,33.4
07/09/2020,region,E12000004,East Midlands,27986,3558,343,5,30.2
06/09/2020,region,E12000004,East Midlands,27643,3553,135,6,24.9
05/09/2020,region,E12000004,East Midlands,27508,3547,166,4,23.4
04/09/2020,region,E12000004,East Midlands,27342,3543,182,7,21
03/09/2020,region,E12000004,East Midlands,27160,3536,234,3,19.2
02/09/2020,region,E12000004,East Midlands,26926,3533,244,4,16.1
01/09/2020,region,E12000004,East Midlands,26682,3529,158,7,12.9
31/08/2020,region,E12000004,East Midlands,26524,3522,87,5,11.2
30/08/2020,region,E12000004,East Midlands,26437,3517,61,4,11.1
29/08/2020,region,E12000004,East Midlands,26376,3513,49,2,10.9
28/08/2020,region,E12000004,East Midlands,26327,3511,96,2,10.9
27/08/2020,region,E12000004,East Midlands,26231,3509,84,7,11
26/08/2020,region,E12000004,East Midlands,26147,3502,91,2,11.4
25/08/2020,region,E12000004,East Midlands,26056,3500,73,4,11.6
24/08/2020,region,E12000004,East Midlands,25983,3496,83,6,11.6
23/08/2020,region,E12000004,East Midlands,25900,3490,52,1,12.8
22/08/2020,region,E12000004,East Midlands,25848,3489,49,4,12.9
21/08/2020,region,E12000004,East Midlands,25799,3485,101,1,13
20/08/2020,region,E12000004,East Midlands,25698,3484,100,2,12.7
19/08/2020,region,E12000004,East Midlands,25598,3482,101,4,12.9
18/08/2020,region,E12000004,East Midlands,25497,3478,77,5,13.3
17/08/2020,region,E12000004,East Midlands,25420,3473,138,4,15.3
16/08/2020,region,E12000004,East Midlands,25282,3469,58,5,16.8
15/08/2020,region,E12000004,East Midlands,25224,3464,55,7,17.1
14/08/2020,region,E12000004,East Midlands,25169,3457,87,2,17.5
13/08/2020,region,E12000004,East Midlands,25082,3455,109,6,17.6
12/08/2020,region,E12000004,East Midlands,24973,3449,119,5,17.7
11/08/2020,region,E12000004,East Midlands,24854,3444,176,5,17.6
